year,recipient_name,sector_code,usd_disbursement,usd_disbursement_deflated,climate_mitigation
2021,Cameroon,151,0.857512,0.806214,1 or 2
2021,"South of Sahara, regional",311,36.480821,34.347087,1 or 2
2021,South Sudan,232,0.02,0.021408,1 or 2
2021,Mozambique,321,2.573376,2.387588,1 or 2
2021,Indonesia,151,42.282538,41.274145,1 or 2
2021,Nigeria,311,9.919039,9.908623,1 or 2
2021,"Bilateral, unspecified",312,147.367603,138.053733,1 or 2
2021,Viet Nam,410,17.614405,17.485652,1 or 2
2021,Madagascar,232,7.212651,6.764823,1 or 2
2021,"Eastern Africa, regional",311,6.01917,5.950722,1 or 2
2021,Ethiopia,232,33.67067,32.056158,1 or 2
2021,"Eastern Africa, regional",140,0.972675,0.947848,1 or 2
2021,"Africa, regional",410,54.188579,51.751899,1 or 2
2021,Liberia,232,2.801211,2.520158,1 or 2
2021,China (People's Republic of),231,14.469074,14.067919,1 or 2
2021,"Europe, regional",151,4.173826,3.954697,1 or 2
2021,Uganda,410,7.563371,7.348438,1 or 2
2021,Kenya,410,19.86754,19.549423,1 or 2
2021,Afghanistan,311,4.842658,4.839391,1 or 2
2021,Ghana,410,2.567357,2.476357,1 or 2
2021,Ghana,114,0.32354,0.327027,1 or 2
2021,Viet Nam,311,6.269456,6.095409,1 or 2
2021,"South of Sahara, regional",312,128.005257,119.944843,1 or 2
2021,Cambodia,152,0.166897,0.170647,1 or 2
2021,Ghana,321,1.031887,1.011868,1 or 2
2021,Mozambique,231,7.390628,7.990273,1 or 2
2021,Nepal,236,13.031809,13.91312,1 or 2
2021,Cambodia,151,2.02958,2.00059,1 or 2
2021,Peru,312,6.273371,6.162385,1 or 2
2021,Jordan,410,2.663423,2.603055,1 or 2
2021,Nepal,231,2.999995,2.888015,1 or 2
2021,Tanzania,240,0.025301,0.028288,1 or 2
2021,Mali,160,3.038885,2.736983,1 or 2
2021,Kosovo,312,1.560795,1.403021,1 or 2
2021,Togo,430,0.329771,0.303098,1 or 2
2021,Uganda,250,0.688612,0.627426,1 or 2
2021,Tanzania,430,4.678428,4.279853,1 or 2
2021,West Bank and Gaza Strip,321,6.319366,5.738799,1 or 2
2021,Albania,410,3.878671,3.564539,1 or 2
2021,Zimbabwe,160,0.591979,0.56244,1 or 2
2021,Guatemala,410,12.345433,12.84668,1 or 2
2021,Mozambique,151,2.513313,2.385345,1 or 2
2021,Mongolia,430,2.885416,2.810521,1 or 2
2021,Ethiopia,430,15.271182,14.24309,1 or 2
2021,Thailand,312,0.865039,0.781905,1 or 2
2021,Somalia,231,0.694142,0.673034,1 or 2
2021,Namibia,410,1.10903,1.025728,1 or 2
2021,Sudan,151,0.409868,0.386431,1 or 2
2021,Somalia,220,0.58296,0.524032,1 or 2
2021,Uganda,130,0.593267,0.626033,1 or 2
2021,Albania,140,13.333408,12.516622,1 or 2
2021,Cambodia,430,6.822491,6.447905,1 or 2
2021,Peru,311,13.165556,13.271934,1 or 2
2021,Philippines,311,7.494249,7.189242,1 or 2
2021,"Bilateral, unspecified",313,12.237461,11.310585,1 or 2
2021,Benin,311,21.382704,20.080648,1 or 2
2021,Bangladesh,151,5.325584,5.05963,1 or 2
2021,Bhutan,311,0.160385,0.147473,1 or 2
2021,Uganda,430,10.921278,10.1353,1 or 2
2021,Viet Nam,312,5.944899,5.211956,1 or 2
2021,Peru,430,1.08999,1.031418,1 or 2
2021,Zimbabwe,311,9.041963,8.442531,1 or 2
2021,Colombia,430,7.693688,7.090883,1 or 2
2021,Bolivia,151,1.315548,1.220508,1 or 2
2021,Bangladesh,410,18.105896,17.71432,1 or 2
2021,Moldova,410,0.850045,0.764624,1 or 2
2021,Bangladesh,311,14.949935,15.444365,1 or 2
2021,Rwanda,410,3.52586,3.204373,1 or 2
2021,Togo,312,0.256169,0.238446,1 or 2
2021,Philippines,151,5.509425,5.487043,1 or 2
2021,Ethiopia,740,5.666413,5.115296,1 or 2
2021,"Bilateral, unspecified",152,7.303554,6.862079,1 or 2
2021,Somalia,232,4.924596,4.443806,1 or 2
2021,"Eastern Africa, regional",410,4.194415,4.003008,1 or 2
2021,Somalia,151,5.782701,5.215623,1 or 2
2021,"Bilateral, unspecified",321,156.911021,147.588379,1 or 2
2021,Zambia,151,4.87068,4.488531,1 or 2
2021,Bangladesh,140,5.544847,5.007759,1 or 2
2021,"Asia, regional",151,21.690059,20.083995,1 or 2
2021,South Africa,410,12.466572,11.675396,1 or 2
2021,Tanzania,321,5.556957,5.108495,1 or 2
2021,Georgia,151,180.675205,165.471581,1 or 2
2021,Uganda,121,0.077184,0.069382,1 or 2
2021,Georgia,410,4.097243,3.744934,1 or 2
2021,Nigeria,410,3.668336,3.470499,1 or 2
2021,Ukraine,410,28.6481,26.822732,1 or 2
2021,Ghana,312,3.538835,3.310919,1 or 2
2021,Colombia,250,2.163407,2.03616,1 or 2
2021,"North of Sahara, regional",231,2.189838,2.018561,1 or 2
2021,Somalia,140,3.224128,2.991101,1 or 2
2021,Bolivia,311,9.695958,9.208817,1 or 2
2021,Somalia,122,10.22274,9.611058,1 or 2
2021,China (People's Republic of),151,5.415033,5.122567,1 or 2
2021,Afghanistan,430,3.409062,3.17012,1 or 2
2021,"Europe, regional",231,24.687251,23.488824,1 or 2
2021,"Africa, regional",236,33.721215,31.571959,1 or 2
2021,Burkina Faso,430,1.057527,0.979106,1 or 2
2021,Viet Nam,430,17.354403,16.662818,1 or 2
2021,Burkina Faso,151,1.328271,1.28867,1 or 2
2021,Zambia,321,4.365705,3.968861,1 or 2
2021,Bangladesh,430,11.505351,10.885575,1 or 2
2021,Liberia,430,1.379754,1.24028,1 or 2
2021,Mauritania,430,10.372943,9.645404,1 or 2
2021,West Bank and Gaza Strip,410,2.915554,2.656495,1 or 2
2021,Uganda,151,2.997259,2.82734,1 or 2
2021,Somalia,160,4.092233,3.750013,1 or 2
2021,Thailand,410,2.603013,2.322643,1 or 2
2021,Ethiopia,151,1.1188,1.064492,1 or 2
2021,Tanzania,151,3.394177,3.192572,1 or 2
2021,Bangladesh,121,0.077184,0.069382,1 or 2
2021,Kyrgyzstan,311,0.143235,0.133132,1 or 2
2021,Mozambique,140,3.910632,3.630478,1 or 2
2021,Somalia,250,0.357398,0.322017,1 or 2
2021,Madagascar,140,1.425274,1.313244,1 or 2
2021,Ghana,430,1.461234,1.408559,1 or 2
2021,Democratic Republic of the Congo,430,5.950939,5.59294,1 or 2
2021,Malawi,430,4.292033,4.075136,1 or 2
2021,Solomon Islands,410,1.432647,1.455725,1 or 2
2021,Dominican Republic,311,4.377599,4.028989,1 or 2
2021,Somalia,430,2.034215,1.900426,1 or 2
2021,Nepal,311,10.520026,10.60129,1 or 2
2021,"Southern Africa, regional",430,0.110625,0.099442,1 or 2
2021,Lao People's Democratic Republic,311,7.528349,7.385921,1 or 2
2021,Ecuador,311,4.361987,4.062619,1 or 2
2021,Democratic Republic of the Congo,311,19.180693,18.54493,1 or 2
2021,Bolivia,430,2.992428,2.811206,1 or 2
2021,Türkiye,151,12.044631,11.264,1 or 2
2021,Lao People's Democratic Republic,410,5.236104,4.893456,1 or 2
2021,Comoros,410,0.19113,0.174847,1 or 2
2021,Mali,312,0.722378,0.671846,1 or 2
2021,Bosnia and Herzegovina,140,8.865918,8.447007,1 or 2
2021,Nicaragua,311,5.448762,5.338074,1 or 2
2021,Honduras,311,3.53577,3.573152,1 or 2
2021,Nepal,312,0.757876,0.710488,1 or 2
2021,Ethiopia,140,11.468247,10.755484,1 or 2
2021,Cuba,231,3.134742,2.950553,1 or 2
2021,Rwanda,311,5.978884,5.707958,1 or 2
2021,Guatemala,430,2.525347,2.357269,1 or 2
2021,Burkina Faso,312,8.37272,7.823785,1 or 2
2021,Kenya,250,11.388087,10.841173,1 or 2
2021,Bosnia and Herzegovina,410,5.509529,4.968064,1 or 2
2021,Tanzania,122,0.405909,0.377164,1 or 2
2021,"Middle East, regional",430,0.194795,0.175104,1 or 2
2021,"Middle East, regional",311,2.613825,2.369634,1 or 2
2021,Belarus,250,0,0,1 or 2
2021,Serbia,410,4.003786,3.660556,1 or 2
2021,"Bilateral, unspecified",998,27.125714,25.875166,1 or 2
2021,Nepal,430,2.821166,2.792049,1 or 2
2021,Senegal,430,0.944733,0.89913,1 or 2
2021,Lao People's Democratic Republic,430,3.147841,3.032361,1 or 2
2021,Rwanda,430,8.437461,7.719081,1 or 2
2021,Zambia,430,0.632227,0.615928,1 or 2
2021,Kosovo,430,0.144349,0.134508,1 or 2
2021,Somalia,410,1.995227,1.864231,1 or 2
2021,Sudan,232,0.723947,0.649826,1 or 2
2021,Lesotho,410,0.056899,0.051147,1 or 2
2021,South Africa,311,2.10751,2.029987,1 or 2
2021,Mozambique,236,40.174366,36.92098,1 or 2
2021,Moldova,311,0.549806,0.494471,1 or 2
2021,Uganda,321,0.783522,0.731364,1 or 2
2021,Sierra Leone,151,7.973454,7.462122,1 or 2
2021,Myanmar,151,5.681298,5.325076,1 or 2
2021,"Bilateral, unspecified",121,8.064055,8.100096,1 or 2
2021,Zambia,410,8.516719,8.463851,1 or 2
2021,Bolivia,410,7.199853,6.789181,1 or 2
2021,Uzbekistan,151,0.459312,0.44871,1 or 2
2021,"Far East Asia, regional",152,0.118574,0.106588,1 or 2
2021,Burkina Faso,140,5.053969,4.743388,1 or 2
2021,Lao People's Democratic Republic,151,3.485534,3.438067,1 or 2
2021,"Southern Africa, regional",232,0.795475,0.728014,1 or 2
2021,"Central Asia, regional",231,12.300802,12.819615,1 or 2
2021,Viet Nam,151,6.011657,5.719559,1 or 2
2021,Niger,311,9.993467,9.509792,1 or 2
2021,Mozambique,160,0.148758,0.134425,1 or 2
2021,Thailand,151,0.387352,0.382972,1 or 2
2021,Bolivia,160,0.395669,0.364482,1 or 2
2021,Ukraine,236,31.474063,29.586314,1 or 2
2021,Kenya,312,1.972903,1.763249,1 or 2
2021,"America, regional",231,3.934421,3.877542,1 or 2
2021,Ghana,311,32.607189,32.506807,1 or 2
2021,Zimbabwe,151,1.021227,0.975525,1 or 2
2021,Burkina Faso,311,19.463298,18.438307,1 or 2
2021,Cuba,311,6.208601,5.792048,1 or 2
2021,Jordan,430,1.820465,1.695323,1 or 2
2021,Armenia,430,0.908557,0.840661,1 or 2
2021,Costa Rica,311,1.573605,1.453097,1 or 2
2021,"Southern Africa, regional",231,0.719957,0.647179,1 or 2
2021,India,312,43.007329,36.11154,1 or 2
2021,Bangladesh,250,1.401379,1.320661,1 or 2
2021,Indonesia,311,23.60372,23.524003,1 or 2
2021,"Africa, regional",430,49.316906,47.940216,1 or 2
2021,"Asia, regional",312,27.313539,27.712953,1 or 2
2021,Ecuador,312,1.799032,1.686859,1 or 2
2021,Liberia,312,4.566855,4.277042,1 or 2
2021,Myanmar,311,2.962765,2.876575,1 or 2
2021,Mali,311,8.824086,8.476107,1 or 2
2021,Bhutan,410,1.539674,1.43761,1 or 2
2021,Pakistan,410,2.898932,2.72806,1 or 2
2021,Nepal,410,19.928347,19.588896,1 or 2
2021,Tonga,410,0.837971,0.830993,1 or 2
2021,Haiti,410,7.431575,7.844336,1 or 2
2021,Kenya,430,25.16535,23.361115,1 or 2
2021,Guatemala,311,12.999999,12.913152,1 or 2
2021,Zimbabwe,430,2.038395,2.043269,1 or 2
2021,Ethiopia,321,2.040456,1.865336,1 or 2
2021,Cambodia,312,2.159973,1.947167,1 or 2
2021,Nepal,151,3.981302,3.845894,1 or 2
2021,Ukraine,151,16.410544,15.391633,1 or 2
2021,"Bilateral, unspecified",220,13.796067,13.05563,1 or 2
2021,Morocco,232,1.307209,1.246325,1 or 2
2021,Moldova,151,71.336478,66.360413,1 or 2
2021,Liberia,140,1.081686,0.991203,1 or 2
2021,Zambia,250,1.462224,1.358954,1 or 2
2021,"Oceania, regional",231,1.365552,1.24339,1 or 2
2021,Zimbabwe,111,0.549283,0.529568,1 or 2
2021,"Bilateral, unspecified",122,8.369533,8.342354,1 or 2
2021,"America, regional",160,0.278985,0.255605,1 or 2
2021,Zambia,312,0.282293,0.259065,1 or 2
2021,Jordan,140,42.622106,39.897996,1 or 2
2021,Mozambique,130,10.589128,11.334125,1 or 2
2021,Mauritania,151,0.409438,0.379303,1 or 2
2021,Mozambique,430,17.913104,16.621601,1 or 2
2021,"North of Sahara, regional",160,2.421959,2.179581,1 or 2
2021,Rwanda,151,0.578329,0.5682,1 or 2
2021,Senegal,311,24.56292,23.315535,1 or 2
2021,Burkina Faso,240,0.349777,0.314419,1 or 2
2021,Mali,232,5.503045,5.00927,1 or 2
2021,Nigeria,151,8.234627,7.908105,1 or 2
2021,Malaysia,151,0.016401,0.014743,1 or 2
2021,"Asia, regional",311,11.314512,11.294747,1 or 2
2021,"South of Sahara, regional",140,13.19755,12.529121,1 or 2
2021,Bolivia,140,4.030624,3.709727,1 or 2
2021,Benin,151,1.076389,1.064498,1 or 2
2021,Botswana,151,0.026233,0.023581,1 or 2
2021,Vanuatu,151,1.347596,1.340596,1 or 2
2021,Sudan,311,4.593992,4.657663,1 or 2
2021,Madagascar,312,2.227884,2.078922,1 or 2
2021,Fiji,410,1.170986,1.149122,1 or 2
2021,Vanuatu,410,0.987352,0.978761,1 or 2
2021,Gabon,312,0.08826,0.079288,1 or 2
2021,Liberia,311,0.396163,0.36871,1 or 2
2021,Malaysia,311,1.269777,1.20247,1 or 2
2021,Mauritania,311,4.166186,3.954163,1 or 2
2021,Bosnia and Herzegovina,151,2.029823,1.968194,1 or 2
2021,South Sudan,430,0.188008,0.184401,1 or 2
2021,Tanzania,236,24.9837,22.673313,1 or 2
2021,Indonesia,430,31.704292,30.769303,1 or 2
2021,Madagascar,430,4.096121,3.790559,1 or 2
2021,India,430,13.878912,13.090951,1 or 2
2021,Philippines,410,6.12152,6.011696,1 or 2
2021,El Salvador,311,3.179909,2.963172,1 or 2
2021,Côte d'Ivoire,311,5.934622,5.642923,1 or 2
2021,Central African Republic,311,0.121975,0.112511,1 or 2
2021,Somalia,240,0.752387,0.690394,1 or 2
2021,Albania,151,2.482072,2.323001,1 or 2
2021,Tunisia,151,118.751037,108.718273,1 or 2
2021,Democratic Republic of the Congo,160,0.627641,0.597033,1 or 2
2021,Democratic Republic of the Congo,321,0.676517,0.623607,1 or 2
2021,Mali,410,1.818245,1.661648,1 or 2
2021,"Middle East, regional",231,0.693724,0.623598,1 or 2
2021,Lao People's Democratic Republic,250,1.980181,2.071343,1 or 2
2021,Namibia,311,3.387255,3.175588,1 or 2
2021,Timor-Leste,151,1.861844,1.858316,1 or 2
2021,India,151,6.161601,5.789994,1 or 2
2021,"Europe, regional",430,41.338966,38.632496,1 or 2
2021,Kyrgyzstan,430,0.602808,0.575069,1 or 2
2021,Congo,311,0.302707,0.281012,1 or 2
2021,Malaysia,410,3.337155,3.118168,1 or 2
2021,Senegal,321,0.544097,0.500924,1 or 2
2021,"Eastern Africa, regional",430,2.40957,2.240235,1 or 2
2021,Egypt,430,4.662819,4.354678,1 or 2
2021,Myanmar,312,3.627214,3.192117,1 or 2
2021,Myanmar,430,5.284505,4.852043,1 or 2
2021,Paraguay,311,2.697963,2.590245,1 or 2
2021,Cambodia,321,0.587798,0.53919,1 or 2
2021,Senegal,410,1.723051,1.587479,1 or 2
2021,Rwanda,114,1.04933,0.943257,1 or 2
2021,Guyana,311,0.081615,0.073364,1 or 2
2021,Bolivia,312,2.722132,2.556064,1 or 2
2021,Malaysia,430,0.137168,0.126066,1 or 2
2021,"Africa, regional",151,40.487226,37.988047,1 or 2
2021,Ecuador,430,3.76551,3.518604,1 or 2
2021,Nicaragua,430,0.479167,0.448771,1 or 2
2021,Cameroon,430,2.052107,1.914778,1 or 2
2021,South Africa,430,2.662117,2.604893,1 or 2
2021,"Caribbean & Central America, regional",160,0.16924,0.154654,1 or 2
2021,Burundi,430,5.817325,5.408658,1 or 2
2021,Senegal,151,3.293974,3.209578,1 or 2
2021,Djibouti,151,0.573853,0.535439,1 or 2
2021,Zimbabwe,410,7.719505,7.291619,1 or 2
2021,Eswatini,410,0.308199,0.285317,1 or 2
2021,Uganda,160,2.452085,2.209545,1 or 2
2021,Philippines,430,3.88449,3.73489,1 or 2
2021,Zimbabwe,321,0.008104,0.008078,1 or 2
2021,Rwanda,122,0.322845,0.309151,1 or 2
2021,Benin,430,1.404219,1.376309,1 or 2
2021,Bhutan,430,1.936384,1.884757,1 or 2
2021,Brazil,311,36.764117,33.862894,1 or 2
2021,Burkina Faso,410,0.870903,0.792033,1 or 2
2021,Zambia,231,0.646468,0.682233,1 or 2
2021,Malawi,151,1.243143,1.237465,1 or 2
2021,Sierra Leone,312,0.10369,0.102424,1 or 2
2021,Kazakhstan,232,0.209746,0.212211,1 or 2
2021,Uganda,111,2.641416,2.682102,1 or 2
2021,Syrian Arab Republic,730,0.07877,0.080517,1 or 2
2021,Sierra Leone,114,0.007604,0.007773,1 or 2
2021,Sierra Leone,311,1.166034,1.120492,1 or 2
2021,Sierra Leone,410,0.366888,0.355955,1 or 2
2021,Sierra Leone,430,0.222453,0.20982,1 or 2
2021,Kenya,112,0.31369,0.300029,1 or 2
2021,Kenya,113,0.631849,0.596297,1 or 2
2021,Kenya,151,2.939165,2.850062,1 or 2
2021,Ethiopia,720,3.237799,3.180094,1 or 2
2021,"Bilateral, unspecified",910,39.480786,37.018912,1 or 2
2021,"Bilateral, unspecified",130,33.107802,35.390844,1 or 2
2021,Costa Rica,313,0.05694,0.058203,1 or 2
2021,Sao Tome and Principe,232,0.01922,0.019646,1 or 2
2021,Sierra Leone,313,1.772525,1.495539,1 or 2
2021,"Africa, regional",311,82.992664,82.874061,1 or 2
2021,Cabo Verde,140,0.541942,0.508737,1 or 2
2021,Cabo Verde,232,2.188548,2.066699,1 or 2
2021,Myanmar,140,0.550182,0.53112,1 or 2
2021,Myanmar,122,0.802309,0.765377,1 or 2
2021,Benin,112,0.36633,0.336988,1 or 2
2021,South Sudan,311,5.619535,5.534401,1 or 2
2021,Benin,160,0.025043,0.023613,1 or 2
2021,"Caribbean & Central America, regional",311,21.088769,21.572293,1 or 2
2021,"Caribbean & Central America, regional",430,7.131003,7.360962,1 or 2
2021,Haiti,112,1.255158,1.262279,1 or 2
2021,Haiti,311,11.878261,12.022524,1 or 2
2021,"Africa, regional",160,9.07966,9.162529,1 or 2
2021,"Africa, regional",210,21.627463,20.062399,1 or 2
2021,Indonesia,240,2.257115,2.235699,1 or 2
2021,"Caribbean, regional",151,1.618666,1.670177,1 or 2
2021,"Caribbean, regional",231,4.875832,4.64074,1 or 2
2021,"Caribbean, regional",232,11.591439,11.911844,1 or 2
2021,"Caribbean, regional",240,0.028742,0.029669,1 or 2
2021,"Caribbean, regional",250,8.379896,7.875662,1 or 2
2021,"Caribbean, regional",311,4.169547,4.127709,1 or 2
2021,"Caribbean, regional",312,0.113718,0.117384,1 or 2
2021,"Caribbean, regional",430,3.211604,3.112981,1 or 2
2021,Niger,151,2.35877,2.270665,1 or 2
2021,"Asia, regional",313,1.656514,1.709805,1 or 2
2021,"America, regional",140,8.315684,8.316604,1 or 2
2021,"America, regional",313,2.068107,2.134796,1 or 2
2021,"America, regional",410,42.697,40.155734,1 or 2
2021,Rwanda,250,5.253239,5.045179,1 or 2
2021,Rwanda,740,0.024369,0.024371,1 or 2
2021,Rwanda,998,0.016195,0.016718,1 or 2
2021,"America, regional",240,15.060387,14.118439,1 or 2
2021,"South of Sahara, regional",151,42.081513,39.581913,1 or 2
2021,"South of Sahara, regional",250,8.004712,7.547151,1 or 2
2021,"South of Sahara, regional",430,11.663952,11.005495,1 or 2
2021,Ghana,151,1.291174,1.242504,1 or 2
2021,Ghana,250,1.755896,1.753487,1 or 2
2021,"Africa, regional",313,0.471631,0.483226,1 or 2
2021,Haiti,140,0.419188,0.406089,1 or 2
2021,Haiti,312,0.401887,0.405183,1 or 2
2021,Burkina Faso,231,1.231831,1.225476,1 or 2
2021,Myanmar,250,2.373556,2.283893,1 or 2
2021,Myanmar,740,0.37155,0.353738,1 or 2
2021,Myanmar,998,0.356953,0.337557,1 or 2
2021,"Caribbean, regional",321,0.776105,0.801135,1 or 2
2021,Namibia,322,0.089611,0.092501,1 or 2
2021,"Oceania, regional",151,0.933839,0.883119,1 or 2
2021,"Oceania, regional",240,3.609605,3.417348,1 or 2
2021,"Oceania, regional",250,1.288567,1.285377,1 or 2
2021,"Oceania, regional",311,0.17009,0.166526,1 or 2
2021,"Oceania, regional",312,0.02792,0.028311,1 or 2
2021,"Oceania, regional",430,25.343087,24.461064,1 or 2
2021,"Caribbean & Central America, regional",250,0.311696,0.299125,1 or 2
2021,"Asia, regional",250,4.07099,4.061801,1 or 2
2021,"Asia, regional",430,9.324498,8.784375,1 or 2
2021,"Caribbean & Central America, regional",140,5.270178,4.964375,1 or 2
2021,"Caribbean & Central America, regional",312,4.104104,4.041815,1 or 2
2021,Guatemala,112,1.16993,1.237864,1 or 2
2021,Guatemala,151,8.195622,8.688458,1 or 2
2021,Guatemala,232,0.057899,0.05939,1 or 2
2021,"Caribbean & Central America, regional",210,0.15333,0.158275,1 or 2
2021,"Caribbean & Central America, regional",231,3.252467,3.194143,1 or 2
2021,"Caribbean & Central America, regional",236,0.15333,0.158275,1 or 2
2021,"South America, regional",430,14.434053,14.0081,1 or 2
2021,"South Asia, regional",430,10.650073,9.907637,1 or 2
2021,Cuba,410,2.086705,1.973627,1 or 2
2021,Côte d'Ivoire,322,0.089611,0.092501,1 or 2
2021,West Bank and Gaza Strip,311,2.568332,2.431217,1 or 2
2021,"America, regional",312,22.747801,23.382263,1 or 2
2021,"South America, regional",312,17.100009,16.317453,1 or 2
2021,"Asia, regional",160,10.164308,10.304825,1 or 2
2021,"Asia, regional",210,8.599691,8.227207,1 or 2
2021,Uganda,720,0.500381,0.475184,1 or 2
2021,Ghana,160,0.461021,0.444504,1 or 2
2021,Cabo Verde,231,0.045519,0.042103,1 or 2
2021,Mali,151,1.718733,1.707523,1 or 2
2021,"South of Sahara, regional",321,1.589596,1.553922,1 or 2
2021,Ghana,112,0.265492,0.275945,1 or 2
2021,Ghana,240,0.333054,0.323566,1 or 2
2021,Togo,151,0.049343,0.050519,1 or 2
2021,Togo,220,0.015265,0.015757,1 or 2
2021,Togo,311,0.681176,0.653601,1 or 2
2021,Togo,998,0.015265,0.015757,1 or 2
2021,"America, regional",430,47.076179,43.393108,1 or 2
2021,Morocco,151,1.723051,1.706743,1 or 2
2021,Morocco,250,2.256975,2.126708,1 or 2
2021,Morocco,311,1.644147,1.540576,1 or 2
2021,Morocco,312,7.000965,6.528592,1 or 2
2021,Samoa,430,3.991369,3.850037,1 or 2
2021,Palau,430,0.174755,0.156845,1 or 2
2021,Viet Nam,313,1.183654,1.072108,1 or 2
2021,"Caribbean, regional",210,6.769026,6.387464,1 or 2
2021,"Caribbean, regional",236,0.093977,0.097007,1 or 2
2021,"South & Central Asia, regional",311,7.27563,7.510248,1 or 2
2021,"South & Central Asia, regional",410,2.582284,2.531064,1 or 2
2021,"South & Central Asia, regional",430,3.637815,3.755124,1 or 2
2021,Peru,140,4.034467,3.829189,1 or 2
2021,"Caribbean, regional",313,1.196282,1.207003,1 or 2
2021,"South America, regional",311,18.534515,19.070629,1 or 2
2021,"South America, regional",210,0.247308,0.255283,1 or 2
2021,"South America, regional",231,2.846986,2.906668,1 or 2
2021,"South America, regional",232,27.631646,27.651647,1 or 2
2021,"South America, regional",236,0.247308,0.255283,1 or 2
2021,Saint Lucia,113,0.28077,0.289824,1 or 2
2021,Jordan,111,0.02064,0.021306,1 or 2
2021,Jordan,311,0.896177,0.839661,1 or 2
2021,Nicaragua,240,0.394583,0.407307,1 or 2
2021,Nicaragua,321,0.79192,0.817193,1 or 2
2021,Benin,220,0.03053,0.031514,1 or 2
2021,Benin,998,0.03053,0.031514,1 or 2
2021,Haiti,232,0.636405,0.675893,1 or 2
2021,"Middle East, regional",151,62.883632,58.906989,1 or 2
2021,"South Asia, regional",410,0.233812,0.224143,1 or 2
2021,"South America, regional",140,0.374466,0.383658,1 or 2
2021,Grenada,113,0.281107,0.290172,1 or 2
2021,"North of Sahara, regional",151,0.2722,0.256109,1 or 2
2021,Ethiopia,520,16.303865,16.340716,1 or 2
2021,Cambodia,250,0.025965,0.026795,1 or 2
2021,Senegal,231,6.919013,6.321806,1 or 2
2021,Tanzania,121,0.073272,0.073069,1 or 2
2021,Tanzania,130,9.095996,9.657801,1 or 2
2021,"South America, regional",151,53.160774,49.787015,1 or 2
2021,"South America, regional",250,0.173979,0.181499,1 or 2
2021,Haiti,430,21.526446,20.092673,1 or 2
2021,Costa Rica,312,0.334087,0.298016,1 or 2
2021,Costa Rica,410,3.166153,2.986494,1 or 2
2021,Senegal,312,0.069527,0.071746,1 or 2
2021,Belize,113,0.281107,0.290172,1 or 2
2021,Sri Lanka,151,0.471262,0.470151,1 or 2
2021,Maldives,122,1.076984,1.111714,1 or 2
2021,Viet Nam,250,2.018585,1.997547,1 or 2
2021,Bolivia,332,0.092062,0.095031,1 or 2
2021,"Caribbean, regional",410,2.383139,2.487001,1 or 2
2021,Côte d'Ivoire,151,0.69357,0.729094,1 or 2
2021,Côte d'Ivoire,220,0.03053,0.031514,1 or 2
2021,Côte d'Ivoire,998,0.049964,0.051575,1 or 2
2021,Peru,220,0.03053,0.031514,1 or 2
2021,Saint Lucia,231,0,0,1 or 2
2021,Saint Lucia,232,0,0,1 or 2
2021,Peru,998,0.03053,0.031514,1 or 2
2021,Iraq,130,0.000251,0.000259,1 or 2
2021,Colombia,130,0.000251,0.000259,1 or 2
2021,Peru,151,11.70582,11.177825,1 or 2
2021,"Central Asia, regional",430,0.600683,0.573125,1 or 2
2021,Sri Lanka,430,2.880643,2.846314,1 or 2
2021,Nepal,250,0.891463,0.886851,1 or 2
2021,Philippines,250,0.736153,0.768182,1 or 2
2021,Cameroon,312,18.86508,17.511806,1 or 2
2021,Burkina Faso,236,3.921459,3.804179,1 or 2
2021,Dominica,113,0.281107,0.290172,1 or 2
2021,Guatemala,122,0.658282,0.652368,1 or 2
2021,"America, regional",998,0.47513,0.457182,1 or 2
2021,Zambia,322,0.089611,0.092501,1 or 2
2021,"Caribbean & Central America, regional",240,0.41236,0.391834,1 or 2
2021,Dominica,151,0.299169,0.308816,1 or 2
2021,Dominica,323,0.299169,0.308816,1 or 2
2021,"Caribbean & Central America, regional",321,0.121518,0.125439,1 or 2
2021,Guatemala,321,0.284514,0.288283,1 or 2
2021,Cuba,232,5.882275,5.501172,1 or 2
2021,Senegal,220,0.049643,0.050835,1 or 2
2021,Senegal,998,0.454937,0.42787,1 or 2
2021,Guatemala,220,0.015265,0.015757,1 or 2
2021,Guatemala,998,0.015265,0.015757,1 or 2
2021,Côte d'Ivoire,160,0.431856,0.407398,1 or 2
2021,Côte d'Ivoire,250,0.553829,0.574893,1 or 2
2021,Senegal,160,0.572254,0.538294,1 or 2
2021,Senegal,250,0.34927,0.35551,1 or 2
2021,Ghana,122,1.103588,1.114153,1 or 2
2021,"Europe, regional",232,8.883468,8.748763,1 or 2
2021,"Europe, regional",311,1.029101,1.00673,1 or 2
2021,Sri Lanka,410,3.088349,2.976014,1 or 2
2021,Pakistan,312,3.713769,3.505584,1 or 2
2021,"Caribbean & Central America, regional",151,1.226074,1.143904,1 or 2
2021,"North of Sahara, regional",232,0.223178,0.210834,1 or 2
2021,"North of Sahara, regional",240,47.00413,44.049075,1 or 2
2021,"North of Sahara, regional",250,0.546048,0.513127,1 or 2
2021,"North of Sahara, regional",311,0.182434,0.170507,1 or 2
2021,"North of Sahara, regional",312,0.01974,0.020377,1 or 2
2021,"North of Sahara, regional",430,10.053987,9.401484,1 or 2
2021,Côte d'Ivoire,410,0.560725,0.533366,1 or 2
