year,recipient_name,sector_code,usd_disbursement,usd_disbursement_deflated,climate_adaptation
2020,Gabon,312,0.074775,0.060774,1 or 2
2020,Afghanistan,122,17.89334,14.545675,1 or 2
2020,Pakistan,112,1.483673,1.503629,1 or 2
2020,Brazil,232,20.371931,19.629515,1 or 2
2020,Serbia,231,1.736767,1.635514,1 or 2
2020,Congo,122,1.37336,1.116222,1 or 2
2020,Pakistan,122,13.603674,12.274677,1 or 2
2020,Mongolia,430,6.085456,6.249238,1 or 2
2020,"Far East Asia, regional",140,5.095693,4.378064,1 or 2
2020,Sri Lanka,520,2.809978,2.283858,1 or 2
2020,Kazakhstan,111,0.249583,0.202853,1 or 2
2020,Jordan,231,0.248007,0.201572,1 or 2
2020,Nigeria,122,7.474645,6.897252,1 or 2
2020,Türkiye,160,0.149329,0.121955,1 or 2
2020,Türkiye,311,50.047747,49.375254,1 or 2
2020,Iraq,232,0.550391,0.447339,1 or 2
2020,Pakistan,210,1.921558,2.043036,1 or 2
2020,Eswatini,111,0.210495,0.172654,1 or 2
2020,Venezuela,121,0.180415,0.146636,1 or 2
2020,Djibouti,111,0.077237,0.062776,1 or 2
2020,El Salvador,231,0.001381,0.001122,1 or 2
2020,Syrian Arab Republic,720,10.137691,9.013527,1 or 2
2020,Antigua and Barbuda,113,0.092347,0.075057,1 or 2
2020,Tajikistan,121,1.080936,1.006707,1 or 2
2020,Belize,312,0.000445,0.000361,1 or 2
2020,Paraguay,232,0.000148,0.00012,1 or 2
2020,Bangladesh,231,1.960968,2.333917,1 or 2
2020,Türkiye,140,2.256005,1.833607,1 or 2
2020,Mauritania,121,0.936659,0.761286,1 or 2
2020,Uganda,210,5.991496,5.898361,1 or 2
2020,Tajikistan,231,0.010142,0.008242,1 or 2
2020,Philippines,210,46.515925,37.806695,1 or 2
2020,Honduras,231,0.014032,0.013509,1 or 2
2020,Yemen,311,1.649035,1.518736,1 or 2
2020,Solomon Islands,111,0.553606,0.495509,1 or 2
2020,Samoa,122,2.258545,1.840497,1 or 2
2020,Guatemala,112,0.295592,0.292477,1 or 2
2020,Djibouti,232,1.126218,0.915352,1 or 2
2020,Fiji,430,36.145962,31.898677,1 or 2
2020,Mauritania,112,0.092279,0.075345,1 or 2
2020,Mauritania,720,1.044081,0.848594,1 or 2
2020,Argentina,122,0.063733,0.0518,1 or 2
2020,Sierra Leone,232,0.165584,0.162214,1 or 2
2020,Peru,140,12.576937,12.376885,1 or 2
2020,Lebanon,160,0.363636,0.295551,1 or 2
2020,Lebanon,410,2.135173,1.974314,1 or 2
2020,Lebanon,730,2.580885,2.411216,1 or 2
2020,Ecuador,151,1.423713,1.370707,1 or 2
2020,Nauru,121,0.095945,0.078054,1 or 2
2020,Eswatini,121,0.005891,0.006762,1 or 2
2020,Ghana,122,7.340375,6.01513,1 or 2
2020,Kenya,231,0.092872,0.086836,1 or 2
2020,Papua New Guinea,312,1.792928,1.639083,1 or 2
2020,Ethiopia,122,24.097477,20.45659,1 or 2
2020,Jordan,121,1.45635,1.183674,1 or 2
2020,Cameroon,312,10.709711,10.634332,1 or 2
2020,"Oceania, regional",313,5.350817,5.758783,1 or 2
2020,Uzbekistan,122,1.9008,1.544908,1 or 2
2020,Lao People's Democratic Republic,113,0.297766,0.242014,1 or 2
2020,Thailand,140,0.304128,0.341962,1 or 2
2020,"South Asia, regional",122,2.13045,1.73156,1 or 2
2020,Iran,231,1.147044,0.932279,1 or 2
2020,Guinea,121,2.809978,2.283858,1 or 2
2020,Burkina Faso,152,0.583651,0.542925,1 or 2
2020,Burkina Faso,730,0.5,0.406384,1 or 2
2020,El Salvador,140,2.512047,2.446603,1 or 2
2020,Antigua and Barbuda,140,0,0,1 or 2
2020,Antigua and Barbuda,410,0.235124,0.26221,1 or 2
2020,"Africa, regional",122,16.995079,16.059454,1 or 2
2020,Armenia,312,0.04957,0.046548,1 or 2
2020,Iraq,231,0.095446,0.077575,1 or 2
2020,Zambia,122,1.195301,0.874249,1 or 2
2020,Palau,111,0.282386,0.230926,1 or 2
2020,Sudan,122,6.316056,5.284263,1 or 2
2020,Gambia,122,0.093084,0.081652,1 or 2
2020,Zambia,152,0.090909,0.073888,1 or 2
2020,Zambia,730,0.136364,0.110832,1 or 2
2020,Benin,111,0.872834,0.751858,1 or 2
2020,Bangladesh,232,0.026976,0.029258,1 or 2
2020,Bangladesh,322,0.008223,0.006684,1 or 2
2020,Eswatini,520,1.873319,1.522572,1 or 2
2020,Liberia,122,1.320607,1.283397,1 or 2
2020,Timor-Leste,160,0.183455,0.179207,1 or 2
2020,Venezuela,122,0,0,1 or 2
2020,Saint Lucia,312,0.001805,0.001467,1 or 2
2020,Fiji,231,1.456131,1.183495,1 or 2
2020,Zambia,111,0.126278,0.102634,1 or 2
2020,Sri Lanka,232,0.116731,0.116298,1 or 2
2020,Gabon,111,0.180823,0.146967,1 or 2
2020,Burkina Faso,112,0.416002,0.340954,1 or 2
2020,Burkina Faso,122,8.746535,7.958489,1 or 2
2020,Kenya,210,21.109376,17.961192,1 or 2
2020,Kazakhstan,210,0.00881,0.007853,1 or 2
2020,Colombia,122,5.074854,4.198525,1 or 2
2020,Indonesia,122,11.068754,9.035568,1 or 2
2020,Democratic Republic of the Congo,112,1.261087,1.024971,1 or 2
2020,Ecuador,112,0.096577,0.078495,1 or 2
2020,Ecuador,113,1.360876,1.338623,1 or 2
2020,Ukraine,160,0.039624,0.032819,1 or 2
2020,Dominican Republic,231,0.00838,0.006811,1 or 2
2020,Cabo Verde,140,0.757377,0.682736,1 or 2
2020,Egypt,122,4.31595,3.507862,1 or 2
2020,"Eastern Africa, regional",122,2.253719,2.106722,1 or 2
2020,Namibia,720,0.852449,0.739602,1 or 2
2020,Bangladesh,740,15.212275,13.977679,1 or 2
2020,Botswana,122,2.991796,2.431634,1 or 2
2020,Uzbekistan,231,1.0496,0.881908,1 or 2
2020,Tonga,210,0,0,1 or 2
2020,Uganda,122,3.647602,3.28345,1 or 2
2020,Niue,311,0.122606,0.09965,1 or 2
2020,Kiribati,122,2.528883,2.058354,1 or 2
2020,Mozambique,312,0.438462,0.356369,1 or 2
2020,South Africa,111,0.27267,0.232714,1 or 2
2020,Egypt,322,0.227922,0.223926,1 or 2
2020,South Sudan,312,0.064822,0.055845,1 or 2
2020,"America, regional",232,0.12359,0.14491,1 or 2
2020,Egypt,232,0.019546,0.022292,1 or 2
2020,Guinea,111,0.115884,0.097624,1 or 2
2020,Jamaica,231,0.011076,0.009001,1 or 2
2020,Angola,111,0.141542,0.115041,1 or 2
2020,Bangladesh,112,9.720503,9.694622,1 or 2
2020,Serbia,232,4.104449,4.104211,1 or 2
2020,Papua New Guinea,122,10.840933,9.196676,1 or 2
2020,Thailand,250,0.238391,0.207074,1 or 2
2020,Tajikistan,160,0.196014,0.163043,1 or 2
2020,Lebanon,720,1.437951,1.290485,1 or 2
2020,Solomon Islands,140,8.847538,8.738733,1 or 2
2020,Marshall Islands,111,0.563204,0.561585,1 or 2
2020,Comoros,122,1.103861,0.983126,1 or 2
2020,Thailand,231,0.022763,0.018529,1 or 2
2020,Fiji,122,5.333778,4.355311,1 or 2
2020,Colombia,160,0.369822,0.367213,1 or 2
2020,Tunisia,231,0.618937,0.627935,1 or 2
2020,Papua New Guinea,210,44.507792,50.911729,1 or 2
2020,Fiji,312,0.003078,0.002501,1 or 2
2020,Tuvalu,122,0.02886,0.025528,1 or 2
2020,Lao People's Democratic Republic,231,0.06862,0.055772,1 or 2
2020,Kosovo,122,0.7182,0.583729,1 or 2
2020,Indonesia,730,5.257485,4.273111,1 or 2
2020,Benin,210,1.327541,1.116975,1 or 2
2020,Lebanon,122,8.244065,6.701,1 or 2
2020,Honduras,140,5.557955,4.923694,1 or 2
2020,Bhutan,140,0.232897,0.264163,1 or 2
2020,Costa Rica,121,0.053538,0.053579,1 or 2
2020,Costa Rica,122,0.010541,0.008567,1 or 2
2020,Guyana,312,0.009066,0.008267,1 or 2
2020,Thailand,410,3.105528,2.604872,1 or 2
2020,Nicaragua,122,0.326962,0.320068,1 or 2
2020,Nicaragua,140,13.093698,12.965413,1 or 2
2020,Gambia,140,0.111168,0.110422,1 or 2
2020,Mozambique,111,0.330994,0.327553,1 or 2
2020,South Africa,122,3.926292,3.197081,1 or 2
2020,"Eastern Africa, regional",720,8.946902,7.62951,1 or 2
2020,Burkina Faso,121,0.081556,0.068429,1 or 2
2020,Brazil,122,4.80323,3.903913,1 or 2
2020,Timor-Leste,312,4.217412,4.037591,1 or 2
2020,Timor-Leste,322,0.008303,0.006748,1 or 2
2020,Azerbaijan,311,0.076075,0.063035,1 or 2
2020,Lebanon,232,0.995002,0.976744,1 or 2
2020,Haiti,520,4.781904,4.739778,1 or 2
2020,"Asia, regional",122,1.32611,1.077819,1 or 2
2020,Peru,122,0.295352,0.30755,1 or 2
2020,Bolivia,210,0.003559,0.002893,1 or 2
2020,Lesotho,231,0.240431,0.215461,1 or 2
2020,Philippines,231,3.231391,3.136748,1 or 2
2020,Côte d'Ivoire,111,0.401333,0.376775,1 or 2
2020,Montenegro,312,0.058152,0.047264,1 or 2
2020,Benin,122,0.219711,0.221438,1 or 2
2020,Namibia,232,0.121012,0.124356,1 or 2
2020,Yemen,232,0.002132,0.001732,1 or 2
2020,South Sudan,720,71.920135,72.342051,1 or 2
2020,Honduras,410,7.120212,7.234572,1 or 2
2020,Uzbekistan,121,0.503003,0.408826,1 or 2
2020,Cameroon,112,0.046719,0.037972,1 or 2
2020,Cameroon,160,0.502076,0.443086,1 or 2
2020,Ecuador,140,6.109223,5.977355,1 or 2
2020,Albania,121,0.175063,0.142286,1 or 2
2020,Albania,160,0.10219,0.083056,1 or 2
2020,Honduras,312,1.245665,1.41509,1 or 2
2020,Georgia,122,2.897978,2.382373,1 or 2
2020,Iraq,210,0.545454,0.443327,1 or 2
2020,Thailand,122,3.50489,2.84866,1 or 2
2020,Colombia,121,0.278923,0.2267,1 or 2
2020,Mauritania,520,9.875505,9.354719,1 or 2
2020,Nepal,121,0.551426,0.464423,1 or 2
2020,Congo,520,0,0,1 or 2
2020,Egypt,160,6.209987,6.059047,1 or 2
2020,Egypt,730,0.454545,0.369439,1 or 2
2020,Panama,210,12.507901,10.166011,1 or 2
2020,Palau,160,0.098622,0.082256,1 or 2
2020,Rwanda,111,0.324116,0.29872,1 or 2
2020,Georgia,140,14.296748,14.291378,1 or 2
2020,Kosovo,112,0.33071,0.341591,1 or 2
2020,Madagascar,111,0.289711,0.285462,1 or 2
2020,Tanzania,720,0.314968,0.294779,1 or 2
2020,Serbia,160,0.135327,0.120865,1 or 2
2020,Indonesia,210,9.681686,10.238634,1 or 2
2020,Solomon Islands,232,1.022639,1.007465,1 or 2
2020,Democratic Republic of the Congo,210,0.001786,0.001452,1 or 2
2020,Democratic Republic of the Congo,160,0.540487,0.542327,1 or 2
2020,Kosovo,231,1.116701,1.103816,1 or 2
2020,Paraguay,122,0.384451,0.392495,1 or 2
2020,Panama,122,5.713116,4.643433,1 or 2
2020,Egypt,111,0.09266,0.075311,1 or 2
2020,Zimbabwe,111,0.09365,0.076116,1 or 2
2020,Senegal,210,0.001045,0.00085,1 or 2
2020,Ethiopia,210,0.007046,0.008416,1 or 2
2020,Yemen,520,5.913898,5.348177,1 or 2
2020,Namibia,231,0.001583,0.001286,1 or 2
2020,Kyrgyzstan,122,5.990096,4.868554,1 or 2
2020,Mozambique,160,6.561371,6.451036,1 or 2
2020,Cuba,232,7.140779,7.047556,1 or 2
2020,Egypt,231,1.909923,1.558662,1 or 2
2020,Iraq,111,0.38956,0.316621,1 or 2
2020,Niger,122,1.310131,1.135009,1 or 2
2020,Botswana,220,0.36215,0.294344,1 or 2
2020,Iran,232,0.005778,0.004696,1 or 2
2020,Nepal,232,0.007202,0.005853,1 or 2
2020,Brazil,231,0.024685,0.020063,1 or 2
2020,North Macedonia,312,0.002017,0.00164,1 or 2
2020,Ghana,111,0.185751,0.150973,1 or 2
2020,Lesotho,520,2.341648,1.903215,1 or 2
2020,Malaysia,111,0.091517,0.074382,1 or 2
2020,"Asia, regional",210,0.75993,0.634723,1 or 2
2020,Fiji,313,0.91437,0.857633,1 or 2
2020,"America, regional",312,0.437042,0.422395,1 or 2
2020,Chad,720,1.873519,1.600439,1 or 2
2020,Bosnia and Herzegovina,232,0.019821,0.021315,1 or 2
2020,Costa Rica,312,0.000296,0.000241,1 or 2
2020,Algeria,122,0.81972,0.666242,1 or 2
2020,Lao People's Democratic Republic,111,0.605116,0.501734,1 or 2
2020,Fiji,111,3.437471,3.91185,1 or 2
2020,Moldova,111,0.343868,0.279486,1 or 2
2020,Côte d'Ivoire,231,2.091166,1.931008,1 or 2
2020,Kazakhstan,231,0.002105,0.001711,1 or 2
2020,Papua New Guinea,111,3.680024,4.101064,1 or 2
2020,Tanzania,112,0.751333,0.82185,1 or 2
2020,Antigua and Barbuda,312,0.000148,0.00012,1 or 2
2020,West Bank and Gaza Strip,140,56.316182,56.142275,1 or 2
2020,Pakistan,232,1.018077,1.017895,1 or 2
2020,Honduras,321,2.914547,3.025301,1 or 2
2020,Armenia,332,0.049737,0.046241,1 or 2
2020,Armenia,410,2.539303,2.51091,1 or 2
2020,Sri Lanka,311,1.096196,0.965581,1 or 2
2020,Vanuatu,121,0.178543,0.183557,1 or 2
2020,Benin,121,3.007997,2.454027,1 or 2
2020,Eswatini,232,0.26971,0.261317,1 or 2
2020,West Bank and Gaza Strip,111,10.84282,10.860074,1 or 2
2020,Belarus,121,0.252711,0.205396,1 or 2
2020,Tajikistan,410,0.314502,0.319182,1 or 2
2020,South Sudan,210,9.603466,9.681893,1 or 2
2020,Colombia,113,0.205293,0.191362,1 or 2
2020,El Salvador,210,7.090913,5.763261,1 or 2
2020,Djibouti,121,4.683297,3.80643,1 or 2
2020,Central African Republic,140,0.316798,0.258343,1 or 2
2020,Comoros,113,0.093531,0.076019,1 or 2
2020,Lebanon,111,0.167984,0.136533,1 or 2
2020,Burundi,520,3.030401,3.002595,1 or 2
2020,Micronesia,111,0.24326,0.258059,1 or 2
2020,Micronesia,122,3.858115,3.141211,1 or 2
2020,Nauru,313,0.483685,0.502706,1 or 2
2020,Democratic Republic of the Congo,520,3.080263,3.070411,1 or 2
2020,Kiribati,313,0.873933,0.819887,1 or 2
2020,Angola,122,0.54546,0.443332,1 or 2
2020,"Southern Africa, regional",122,1.6146,1.312294,1 or 2
2020,Tonga,232,2.45029,2.419002,1 or 2
2020,Cameroon,520,1.904918,1.557946,1 or 2
2020,Dominican Republic,112,0.077525,0.06301,1 or 2
2020,Malaysia,210,0.432593,0.351675,1 or 2
2020,Kiribati,312,0.000148,0.00012,1 or 2
2020,Morocco,122,0.584311,0.476735,1 or 2
2020,Jordan,122,9.073067,7.374291,1 or 2
2020,Malawi,730,1.332155,1.116489,1 or 2
2020,Guatemala,122,2.85056,2.329289,1 or 2
2020,West Bank and Gaza Strip,220,1.219696,0.998941,1 or 2
2020,Maldives,140,0.310906,0.252694,1 or 2
2020,Philippines,730,0.159106,0.190055,1 or 2
2020,Brazil,312,0.305046,0.298598,1 or 2
2020,Jordan,112,2.196918,2.308849,1 or 2
2020,Jordan,730,2.799998,2.275746,1 or 2
2020,Jordan,740,1.507053,1.507098,1 or 2
2020,Gabon,130,0.093535,0.076022,1 or 2
2020,Guinea-Bissau,720,0.25,0.203192,1 or 2
2020,Guinea-Bissau,730,0.25,0.203192,1 or 2
2020,Thailand,232,0.211145,0.171612,1 or 2
2020,Mozambique,322,0.007771,0.006316,1 or 2
2020,Sao Tome and Principe,111,0.185439,0.150719,1 or 2
2020,Togo,520,0,0,1 or 2
2020,Angola,231,0.69921,0.568295,1 or 2
2020,Moldova,311,0.661698,0.680155,1 or 2
2020,Viet Nam,121,0.180268,0.176818,1 or 2
2020,"South of Sahara, regional",210,0.347513,0.282447,1 or 2
2020,Cameroon,720,0.936021,0.894504,1 or 2
2020,Cameroon,730,0.863636,0.701935,1 or 2
2020,Belize,231,0.001583,0.001286,1 or 2
2020,Honduras,232,1.986471,1.88825,1 or 2
2020,Bhutan,121,0.090332,0.07763,1 or 2
2020,Sri Lanka,231,1.363367,1.136927,1 or 2
2020,Tunisia,313,0,0,1 or 2
2020,South Sudan,151,6.045736,6.142437,1 or 2
2020,South Sudan,160,3.436148,3.326652,1 or 2
2020,Palau,122,2.845087,2.313463,1 or 2
2020,Sudan,112,0.32417,0.331222,1 or 2
2020,Djibouti,122,1.039911,0.860512,1 or 2
2020,Kyrgyzstan,121,0.132141,0.107401,1 or 2
2020,Kyrgyzstan,321,0.350424,0.349099,1 or 2
2020,Djibouti,152,0.1,0.081277,1 or 2
2020,Djibouti,160,0.161364,0.132852,1 or 2
2020,Djibouti,730,0.25,0.203192,1 or 2
2020,Thailand,160,0.137609,0.111848,1 or 2
2020,Argentina,231,1.75949,1.73656,1 or 2
2020,Central African Republic,122,3.96581,3.354509,1 or 2
2020,Central African Republic,720,2.064599,1.789081,1 or 2
2020,Myanmar,720,31.509556,31.548636,1 or 2
2020,Tunisia,111,0.60976,0.585559,1 or 2
2020,Tajikistan,232,0.660899,0.672837,1 or 2
2020,South Africa,112,0.542823,0.566814,1 or 2
2020,Burkina Faso,520,14.070032,14.083739,1 or 2
2020,Kosovo,121,0.936659,0.761286,1 or 2
2020,Djibouti,113,0.059249,0.048156,1 or 2
2020,Georgia,121,0.299309,0.243269,1 or 2
2020,Paraguay,140,0.053463,0.052359,1 or 2
2020,Malaysia,231,0.976859,0.793959,1 or 2
2020,Haiti,210,6.341194,5.171729,1 or 2
2020,Palau,232,0.000148,0.00012,1 or 2
2020,Libya,160,1.363636,1.108318,1 or 2
2020,Libya,730,1.363636,1.108319,1 or 2
2020,Jamaica,122,1.873376,1.522637,1 or 2
2020,Peru,210,0.117587,0.09557,1 or 2
2020,Jordan,152,1.81818,1.477757,1 or 2
2020,Mauritius,430,0.413897,0.475125,1 or 2
2020,Sudan,160,0.489795,0.399293,1 or 2
2020,Nepal,112,3.460031,2.852242,1 or 2
2020,Palau,313,0.984396,0.909668,1 or 2
2020,Madagascar,210,0.001045,0.00085,1 or 2
2020,Côte d'Ivoire,210,5.216047,5.025565,1 or 2
2020,Serbia,312,0.210478,0.210582,1 or 2
2020,Niue,122,0.02457,0.01997,1 or 2
2020,Cambodia,113,19.372679,18.636924,1 or 2
2020,Mozambique,730,2.538311,2.428115,1 or 2
2020,Marshall Islands,140,0,0,1 or 2
2020,Afghanistan,111,5.352771,4.81981,1 or 2
2020,North Macedonia,121,0.936659,0.761286,1 or 2
2020,Tonga,140,0.47926,0.418159,1 or 2
2020,Bolivia,111,0.340601,0.279276,1 or 2
2020,South Africa,232,0.261179,0.212277,1 or 2
2020,West Bank and Gaza Strip,112,0.182685,0.161997,1 or 2
2020,Niger,111,0.3667,0.313498,1 or 2
2020,"Middle East, regional",122,0.8694,0.70662,1 or 2
2020,Moldova,122,0,0,1 or 2
2020,Cambodia,231,1.573419,1.278823,1 or 2
2020,Eritrea,112,0.15,0.121915,1 or 2
2020,Eritrea,122,0.2,0.162553,1 or 2
2020,Eritrea,140,0.172792,0.144477,1 or 2
2020,Honduras,121,0.065448,0.053194,1 or 2
2020,Togo,111,0.061631,0.050092,1 or 2
2020,Micronesia,313,1.001534,0.93964,1 or 2
2020,Chad,520,20.490143,19.97737,1 or 2
2020,Dominican Republic,122,2.810537,2.284484,1 or 2
2020,Bolivia,321,0.064369,0.069028,1 or 2
2020,Maldives,121,0.089598,0.072822,1 or 2
2020,Colombia,312,1.826282,1.822375,1 or 2
2020,Philippines,111,0.641386,0.526789,1 or 2
2020,Dominica,121,0.036336,0.029533,1 or 2
2020,Liberia,520,0.051286,0.057414,1 or 2
2020,Syrian Arab Republic,113,1.78369,1.449725,1 or 2
2020,Syrian Arab Republic,160,5.294837,4.732154,1 or 2
2020,Syrian Arab Republic,730,6.277406,5.10207,1 or 2
2020,Libya,122,4.06933,3.307418,1 or 2
2020,Belize,140,0.205055,0.166662,1 or 2
2020,El Salvador,312,1.122513,1.146649,1 or 2
2020,Honduras,740,2.230515,2.259594,1 or 2
2020,Philippines,740,2.863035,3.199997,1 or 2
2020,Namibia,122,0.227272,0.184719,1 or 2
2020,Tunisia,121,4.68669,3.809699,1 or 2
2020,Burkina Faso,210,0.316388,0.25715,1 or 2
2020,Dominican Republic,140,10.761665,10.358751,1 or 2
2020,Nigeria,121,3.47836,3.503725,1 or 2
2020,Indonesia,160,2.043357,2.101432,1 or 2
2020,Pakistan,740,18.164167,18.223439,1 or 2
2020,"North of Sahara, regional",122,0.454545,0.369439,1 or 2
2020,Peru,430,5.967898,5.979352,1 or 2
2020,Timor-Leste,232,0.000148,0.00012,1 or 2
2020,Colombia,220,0.414284,0.336717,1 or 2
2020,"Central Asia, regional",311,5.640047,4.943751,1 or 2
2020,"Central Asia, regional",430,6.016578,5.312996,1 or 2
2020,Madagascar,122,6.029843,5.056975,1 or 2
2020,Kazakhstan,122,0.06168,0.050132,1 or 2
2020,Guatemala,312,1.280177,1.280264,1 or 2
2020,Ghana,210,0.04535,0.045385,1 or 2
2020,Suriname,312,0.001709,0.001929,1 or 2
2020,Morocco,313,23.880958,19.409659,1 or 2
2020,Sri Lanka,740,0.211337,0.171768,1 or 2
2020,Guinea-Bissau,113,0.085511,0.069501,1 or 2
2020,Cabo Verde,520,0,0,1 or 2
2020,Sierra Leone,520,2.341648,1.903215,1 or 2
2020,Angola,220,1.29184,1.109614,1 or 2
2020,Nauru,122,0.033482,0.027258,1 or 2
2020,Cuba,122,6.90669,6.65529,1 or 2
2020,Syrian Arab Republic,311,3.622473,3.458122,1 or 2
2020,Syrian Arab Republic,430,4.879118,4.742042,1 or 2
2020,Philippines,140,12.553103,12.339989,1 or 2
2020,Dominican Republic,111,0.119797,0.113516,1 or 2
2020,Montenegro,121,0.936659,0.761286,1 or 2
2020,Gambia,520,0,0,1 or 2
2020,Tonga,112,0.165659,0.159776,1 or 2
2020,Ukraine,312,0.103623,0.103646,1 or 2
2020,Jordan,232,1.779896,1.749637,1 or 2
2020,Iran,313,0.182782,0.148767,1 or 2
2020,Bosnia and Herzegovina,210,1.23301,1.177814,1 or 2
2020,Haiti,160,0.176627,0.143556,1 or 2
2020,Marshall Islands,313,0.691923,0.674724,1 or 2
2020,Tunisia,122,1.20474,0.979173,1 or 2
2020,"Oceania, regional",122,1.9008,1.544908,1 or 2
2020,Iraq,121,0.556335,0.452171,1 or 2
2020,Sierra Leone,160,0.485605,0.514917,1 or 2
2020,Djibouti,210,0.001045,0.00085,1 or 2
2020,Vanuatu,111,7.0252,7.833766,1 or 2
2020,Paraguay,410,1.321218,1.316845,1 or 2
2020,Angola,121,0,0,1 or 2
2020,Iraq,720,4.182138,3.447109,1 or 2
2020,Uganda,730,2.961592,2.895468,1 or 2
2020,Azerbaijan,112,0.077476,0.06297,1 or 2
2020,Tunisia,730,0.363636,0.295551,1 or 2
2020,Brazil,720,0.818729,0.665604,1 or 2
2020,Costa Rica,113,0.015811,0.012851,1 or 2
2020,Costa Rica,160,0.026352,0.021418,1 or 2
2020,El Salvador,122,0.513657,0.489855,1 or 2
2020,Algeria,232,0.027082,0.026817,1 or 2
2020,Madagascar,121,0.090387,0.073464,1 or 2
2020,Nigeria,210,2.026384,2.044782,1 or 2
2020,Yemen,113,0.218182,0.177331,1 or 2
2020,Yemen,730,0.545454,0.443328,1 or 2
2020,Saint Vincent and the Grenadines,312,0.000148,0.00012,1 or 2
2020,Samoa,151,2.818567,3.20213,1 or 2
2020,Samoa,160,0.127906,0.113436,1 or 2
2020,Nicaragua,111,0.370081,0.324342,1 or 2
2020,Ecuador,210,0.215134,0.174854,1 or 2
2020,Guinea-Bissau,520,4.683296,3.80643,1 or 2
2020,Peru,121,0.218045,0.195892,1 or 2
2020,Panama,113,0.082594,0.06713,1 or 2
2020,Mexico,122,5.601222,4.55249,1 or 2
2020,Jordan,720,0.514251,0.486957,1 or 2
2020,Congo,140,5.898995,5.806611,1 or 2
2020,Kyrgyzstan,231,0.619403,0.610867,1 or 2
2020,Zambia,232,1.359972,1.35393,1 or 2
2020,Senegal,520,0.536815,0.521015,1 or 2
2020,Kenya,730,1.022727,0.831239,1 or 2
2020,Mauritius,121,7.254422,6.671598,1 or 2
2020,Sao Tome and Principe,520,0,0,1 or 2
2020,Malawi,210,0,0,1 or 2
2020,Papua New Guinea,313,0.855376,0.804804,1 or 2
2020,Türkiye,112,0.070596,0.057378,1 or 2
2020,Myanmar,232,0.009277,0.00754,1 or 2
2020,Indonesia,121,1.240242,1.229023,1 or 2
2020,"Bilateral, unspecified",322,9.116904,9.048281,1 or 2
2020,"Far East Asia, regional",210,0.103571,0.118822,1 or 2
2020,Micronesia,140,1.146572,1.14701,1 or 2
2020,Micronesia,311,0.218775,0.220836,1 or 2
2020,Georgia,111,1.06732,1.041974,1 or 2
2020,Grenada,140,0.377997,0.378282,1 or 2
2020,Grenada,410,0.151805,0.178366,1 or 2
2020,Central African Republic,160,0.25,0.203192,1 or 2
2020,Central African Republic,730,1.524462,1.456757,1 or 2
2020,Tonga,111,0.050188,0.04917,1 or 2
2020,Tonga,113,0.05878,0.047775,1 or 2
2020,Maldives,111,0.085025,0.069105,1 or 2
2020,Argentina,321,0.351789,0.310313,1 or 2
2020,Philippines,236,0.650912,0.52904,1 or 2
2020,"America, regional",122,2.727272,2.216637,1 or 2
2020,Yemen,720,20.621743,17.155933,1 or 2
2020,Guinea,112,0.8,0.650214,1 or 2
2020,Guinea,122,0.626425,0.639041,1 or 2
2020,Armenia,140,0.034668,0.028177,1 or 2
2020,Brazil,121,0.242693,0.231656,1 or 2
2020,Somalia,112,3.571203,2.945069,1 or 2
2020,Somalia,730,11.407483,11.442839,1 or 2
2020,Sierra Leone,231,0.001453,0.001181,1 or 2
2020,Cabo Verde,151,0.093604,0.076078,1 or 2
2020,Micronesia,232,0.147958,0.152162,1 or 2
2020,Comoros,311,0.667798,0.635699,1 or 2
2020,Comoros,730,0.138023,0.11218,1 or 2
2020,Sierra Leone,720,0.3,0.24383,1 or 2
2020,Sierra Leone,730,0.6,0.48766,1 or 2
2020,Tuvalu,313,0.581452,0.582168,1 or 2
2020,Bhutan,311,0.25556,0.233345,1 or 2
2020,Botswana,160,0.074746,0.060751,1 or 2
2020,Mongolia,231,0.011695,0.011804,1 or 2
2020,Azerbaijan,140,0.056104,0.0456,1 or 2
2020,Serbia,210,0.303843,0.259839,1 or 2
2020,Lao People's Democratic Republic,410,3.296893,3.299495,1 or 2
2020,Libya,720,0.727272,0.591103,1 or 2
2020,Sudan,111,0.050783,0.041274,1 or 2
2020,Türkiye,720,1.77322,1.566842,1 or 2
2020,Somalia,720,63.506175,64.073089,1 or 2
2020,Somalia,114,0.001177,0.001151,1 or 2
2020,Sudan,720,4.396146,4.467893,1 or 2
2020,Malawi,114,0.015229,0.015076,1 or 2
2020,Suriname,114,0.00052,0.000515,1 or 2
2020,Colombia,311,9.901999,10.367126,1 or 2
2020,Samoa,114,0.002002,0.001982,1 or 2
2020,Rwanda,160,2.865968,2.891243,1 or 2
2020,Zambia,114,0.131381,0.144176,1 or 2
2020,Viet Nam,720,0.233618,0.231115,1 or 2
2020,Kenya,114,1.23933,1.24942,1 or 2
2020,Afghanistan,730,23.361824,23.422375,1 or 2
2020,Eritrea,231,0.007977,0.007897,1 or 2
2020,Antigua and Barbuda,720,0.34188,0.338436,1 or 2
2020,"Far East Asia, regional",114,0.0203,0.020095,1 or 2
2020,Democratic People's Republic of Korea,430,0.02735,0.027075,1 or 2
2020,Malawi,410,4.401037,4.405894,1 or 2
2020,South Africa,152,0.342404,0.352899,1 or 2
2020,Uganda,720,2.422807,2.35567,1 or 2
2020,Chad,151,2.242283,2.187416,1 or 2
